User,Client,"Client Type",Date,Duration,"Type Of Call","External Call Score"
"Layla Wood","Noah Marshall",Carer,"2021-11-07 05:51:03",732,Incoming,73
"Layla Wood","Alice Shaw",Carer,"2021-12-02 09:52:22",708,Outgoing,81
"Layla Wood","Zoe Thomas",Carer,"2021-12-12 08:03:42",181,Incoming,66
"Layla Wood","Helena Richardson",Nurse,"2021-11-20 01:53:48",699,Outgoing,79
"Layla Wood","Jake Reid",Nurse,"2021-11-30 10:53:58",453,Outgoing,83
"Layla Wood","Philip Watson",Nurse,"2021-12-20 03:28:34",989,Outgoing,70
"Layla Wood","Callum Rose",Nurse,"2022-01-02 03:19:46",717,Outgoing,59
"Layla Wood","Reece Mitchell",Nurse,"2021-12-03 07:59:29",683,Outgoing,55
"Layla Wood","Christian Anderson",Carer,"2021-11-05 04:53:41",385,Incoming,31
"Layla Wood","Jackson Ward",Nurse,"2021-12-01 09:46:47",321,Incoming,16
"Layla Wood","Wayne James",Nurse,"2021-11-28 05:20:28",31,Incoming,97
"Layla Wood","Noah Marshall",Carer,"2021-12-14 06:16:02",588,Outgoing,0
"Layla Wood","Florence Lee",Carer,"2021-12-22 06:56:26",9,Outgoing,63
"Layla Wood","Candice Campbell",Nurse,"2021-12-09 11:07:20",66,Outgoing,55
"Layla Wood","Tim Marshall",Nurse,"2021-12-14 03:07:56",997,Outgoing,35
"Layla Wood","Rowena Reynolds",Carer,"2021-11-28 11:27:36",228,Incoming,69
"Layla Wood","Ellie Simpson",Carer,"2021-11-23 11:04:07",216,Outgoing,70
"Layla Wood","Charles Bennett",Nurse,"2021-12-21 12:27:12",195,Incoming,74
"Layla Wood","Craig Cox",Nurse,"2021-12-05 06:49:36",410,Outgoing,59
"Layla Wood","Ethan Hughes",Nurse,"2021-11-24 03:19:02",980,Incoming,74
"Layla Wood","Dennis Allen",Nurse,"2021-11-14 06:43:26",222,Outgoing,92
"Layla Wood","Noah Marshall",Carer,"2021-12-10 09:53:51",277,Outgoing,48
"Layla Wood","Rowena Reynolds",Carer,"2021-11-08 06:29:43",110,Outgoing,47
"Layla Wood","Aaron Morris",Carer,"2021-12-17 02:59:53",277,Outgoing,95
"Layla Wood","Aaron Morris",Carer,"2021-12-06 11:59:18",235,Incoming,18
"Layla Wood","Callum Rose",Nurse,"2021-11-13 11:21:10",693,Outgoing,29
"Layla Wood","Alice Shaw",Carer,"2021-11-17 11:13:29",68,Incoming,5
"Layla Wood","Alice Shaw",Carer,"2021-11-04 07:04:09",794,Incoming,13
"Layla Wood","Harley Anderson",Nurse,"2021-11-20 01:43:21",862,Incoming,65
"Layla Wood","Helena Richardson",Nurse,"2021-12-29 02:38:24",856,Outgoing,78
"Layla Wood","Lexi Cox",Nurse,"2021-12-10 10:45:52",212,Incoming,5
"Layla Wood","Louis Powell",Nurse,"2021-12-23 12:52:32",579,Incoming,7
"Layla Wood","Bradley Saunders",Carer,"2021-11-25 10:13:11",487,Outgoing,61
"Layla Wood","Ruth Bailey",Carer,"2021-12-17 06:33:47",903,Incoming,71
"Layla Wood","Yvette King",Nurse,"2021-12-06 07:35:03",627,Incoming,15
"Layla Wood","Yvette King",Nurse,"2021-12-28 11:03:37",672,Outgoing,47
"Layla Wood","Melissa Watson",Carer,"2021-12-02 05:04:16",325,Incoming,9
"Layla Wood","William Butler",Nurse,"2021-12-05 07:50:40",954,Incoming,45
"Layla Wood","Harley Anderson",Nurse,"2021-12-27 01:47:57",517,Incoming,95
"Layla Wood","Aaron Morris",Carer,"2021-12-26 01:05:15",192,Outgoing,26
"Layla Wood","Adrian Turner",Carer,"2021-11-23 08:53:30",928,Incoming,23
"Layla Wood","Dennis Kelly",Nurse,"2021-11-07 06:08:49",514,Outgoing,73
"Layla Wood","Wendy Saunders",Nurse,"2021-12-08 12:57:47",118,Incoming,80
"Layla Wood","Ashley Holmes",Carer,"2021-11-08 10:10:21",99,Outgoing,70
"Layla Wood","Dennis Kelly",Nurse,"2021-12-25 08:36:09",75,Outgoing,74
"Layla Wood","Andrew Wood",Carer,"2021-12-29 09:10:12",720,Incoming,17
"Layla Wood","Jacob Carter",Nurse,"2021-11-26 09:19:48",396,Incoming,95
"Layla Wood","William Butler",Nurse,"2021-11-25 09:00:03",384,Incoming,98
"Layla Wood","Melissa Watson",Carer,"2021-12-03 10:25:28",178,Outgoing,66
"Layla Wood","Oliver Thompson",Carer,"2021-12-24 11:38:34",913,Incoming,93
"Layla Wood","Ellie Simpson",Carer,"2021-12-30 09:16:14",176,Incoming,7
"Layla Wood","Mark Davis",Nurse,"2021-11-28 04:15:32",461,Outgoing,39
"Layla Wood","Alexa Wilkinson",Nurse,"2021-11-26 07:01:24",83,Outgoing,79
"Layla Wood","Lizzie Murphy",Nurse,"2021-12-21 01:06:55",802,Incoming,3
"Layla Wood","Ashley Miller",Nurse,"2021-12-31 01:21:46",335,Outgoing,49
"Layla Wood","Lizzie Murphy",Nurse,"2021-11-24 12:45:15",208,Outgoing,0
"Layla Wood","Melissa Watson",Carer,"2021-11-26 06:19:12",788,Incoming,26
"Layla Wood","Noah Marshall",Carer,"2021-12-03 02:24:14",234,Incoming,83
"Layla Wood","Dennis Kelly",Nurse,"2021-11-25 03:36:27",235,Incoming,8
"Layla Wood","Melissa Watson",Carer,"2021-12-21 10:54:41",538,Incoming,22
"Layla Wood","Stephen Ellis",Nurse,"2021-11-17 05:06:18",568,Incoming,78
"Layla Wood","Max Holmes",Carer,"2021-12-29 05:54:08",398,Outgoing,46
"Layla Wood","Ellie Simpson",Carer,"2022-01-01 05:47:25",336,Outgoing,98
"Layla Wood","Isabella Davies",Nurse,"2021-12-29 07:51:08",505,Outgoing,6
"Layla Wood","Charles Bennett",Nurse,"2021-11-15 02:18:42",255,Incoming,24
"Layla Wood","Lewis Ellis",Nurse,"2021-12-19 12:35:51",308,Outgoing,39
"Layla Wood","Maisie Robinson",Nurse,"2021-12-07 06:13:23",338,Incoming,93
"Layla Wood","Grant Gray",Nurse,"2021-11-06 07:04:01",602,Outgoing,38
"Layla Wood","Melissa Chapman",Carer,"2021-11-03 11:40:26",601,Incoming,14
"Layla Wood","Mandy Parker",Carer,"2021-12-13 11:04:24",39,Outgoing,40
"Layla Wood","Andrew Wood",Carer,"2021-11-20 06:13:10",468,Incoming,69
"Layla Wood","Harley Anderson",Nurse,"2021-12-18 11:13:38",508,Outgoing,88
"Layla Wood","Helena Richardson",Nurse,"2021-11-29 05:37:02",288,Outgoing,15
"Layla Wood","Amanda Hunt",Carer,"2021-11-19 06:49:43",419,Outgoing,7
"Layla Wood","James Simpson",Carer,"2021-12-06 04:53:16",797,Incoming,68
"Layla Wood","Alfie Kennedy",Nurse,"2021-11-06 04:31:19",398,Incoming,56
"Layla Wood","William Butler",Nurse,"2021-11-21 12:22:30",734,Incoming,60
"Layla Wood","Paula Anderson",Carer,"2021-11-09 11:20:37",296,Incoming,72
"Layla Wood","Ethan Hughes",Nurse,"2021-11-06 04:11:52",687,Outgoing,22
"Layla Wood","Amanda Hunt",Carer,"2021-11-08 02:39:51",687,Incoming,30
"Layla Wood","Chloe Wright",Carer,"2021-12-31 08:09:53",297,Incoming,60
"Layla Wood","Isabel Griffiths",Nurse,"2021-12-17 02:24:58",318,Outgoing,64
"Layla Wood","Lily Richards",Carer,"2021-12-04 01:15:10",580,Incoming,96
"Layla Wood","Jennifer Thompson",Carer,"2021-11-13 07:23:25",531,Incoming,67
"Layla Wood","James Simpson",Carer,"2021-11-22 09:11:32",590,Incoming,38
"Layla Wood","Molly Edwards",Nurse,"2021-12-20 08:00:04",337,Incoming,45
"Layla Wood","Chloe Wright",Carer,"2021-11-25 02:49:38",124,Incoming,18
"Layla Wood","Amanda Hunt",Carer,"2021-11-12 11:38:02",144,Outgoing,80
"Layla Wood","Bradley Saunders",Carer,"2021-11-29 08:55:50",524,Outgoing,29
"Layla Wood","Arthur Turner",Nurse,"2021-12-01 08:22:32",135,Incoming,72
"Layla Wood","Stacey Cox",Nurse,"2021-12-08 04:44:15",447,Outgoing,37
"Layla Wood","Elliot Stewart",Nurse,"2021-12-21 04:55:05",172,Incoming,88
"Layla Wood","Florence Lee",Carer,"2021-11-11 11:05:31",717,Incoming,70
"Layla Wood","Darren Wilson",Carer,"2021-12-11 07:31:53",863,Outgoing,97
"Layla Wood","Brandon Baker",Carer,"2021-11-08 06:28:50",960,Incoming,44
"Layla Wood","Jade Ellis",Carer,"2022-01-05 05:32:11",9588,Incoming,38
"Layla Wood","Jake Reid",Nurse,"2022-01-03 05:42:29",9852,Incoming,88
"Layla Wood","Ashley Miller",Nurse,"2022-01-02 01:05:05",5598,Incoming,59
"Layla Wood","Adrian Turner",Carer,"2021-12-29 05:21:36",3688,Outgoing,69
"Layla Wood","Zoe Powell",Nurse,"2021-12-30 03:03:57",9302,Incoming,6
"Layla Wood","Damien Wright",Nurse,"2021-12-31 06:26:14",2928,Outgoing,23
"Layla Wood","Ruth Baker",Carer,"2022-01-03 02:09:28",4170,Outgoing,1
"Layla Wood","Candice Holmes",Nurse,"2021-12-31 10:03:24",3003,Incoming,51
"Layla Wood","Martin Marshall",Carer,"2022-01-05 01:38:04",6101,Outgoing,0
"Layla Wood","Arthur Turner",Nurse,"2022-01-04 08:14:36",8772,Outgoing,80
"Layla Wood","Molly Edwards",Nurse,"2021-12-28 09:37:45",5274,Outgoing,33
"Layla Wood","Christian Anderson",Carer,"2021-12-31 04:43:20",3952,Incoming,36
"Layla Wood","Isabel Griffiths",Nurse,"2021-12-27 06:55:43",5863,Incoming,77
"Layla Wood","Layla Edwards",Nurse,"2022-01-03 11:55:09",2404,Incoming,19
"Layla Wood","Brandon Baker",Carer,"2022-01-02 04:29:30",2340,Incoming,54
"Layla Wood","Brandon Baker",Carer,"2022-01-02 07:14:45",9425,Incoming,94
"Layla Wood","Darren Wilson",Carer,"2022-01-03 02:49:56",6316,Incoming,2
"Layla Wood","Elliot Stewart",Nurse,"2022-01-03 02:16:35",318,Outgoing,98
"Layla Wood","Jennifer Thompson",Carer,"2021-12-29 04:45:38",8746,Outgoing,56
"Layla Wood","William Butler",Nurse,"2021-12-29 05:45:52",1954,Incoming,30
"Layla Wood","Rachel Davies",Carer,"2022-01-04 10:27:54",2777,Outgoing,36
"Layla Wood","Paula Anderson",Carer,"2021-12-29 06:00:42",5878,Incoming,4
"Layla Wood","Lizzie Murphy",Nurse,"2022-01-04 05:02:56",8341,Incoming,11
"Layla Wood","Christian Anderson",Carer,"2021-12-31 06:56:39",1148,Outgoing,85
"Layla Wood","Molly Edwards",Nurse,"2022-01-05 01:46:31",7795,Outgoing,6
"Layla Wood","Wayne James",Nurse,"2022-01-04 03:04:53",2785,Outgoing,100
"Layla Wood","Wayne James",Nurse,"2021-12-30 08:27:21",7036,Outgoing,31
"Layla Wood","Brandon Baker",Carer,"2022-01-03 11:51:02",7446,Incoming,89
"Layla Wood","Charles Bennett",Nurse,"2021-12-29 04:00:29",855,Incoming,23
"Layla Wood","Paula Fox",Nurse,"2022-01-01 02:08:26",5891,Outgoing,76
"Layla Wood","Alan Miller",Carer,"2021-12-28 02:04:49",8601,Incoming,83
"Layla Wood","Melissa Chapman",Carer,"2021-12-30 04:53:11",9257,Outgoing,14
"Layla Wood","Lizzie Murphy",Nurse,"2022-01-01 07:07:55",4874,Incoming,55
"Layla Wood","Candice Campbell",Nurse,"2021-12-29 05:23:09",3258,Outgoing,76
"Layla Wood","Greg Murphy",Nurse,"2021-12-28 07:39:21",2020,Outgoing,59
"Dylan Davies","Arthur Turner",Nurse,"2021-12-24 05:55:25",985,Outgoing,47
"Dylan Davies","Candice Holmes",Nurse,"2021-12-04 03:20:22",776,Incoming,79
"Dylan Davies","Bradley Saunders",Carer,"2021-11-18 01:35:53",112,Outgoing,37
"Dylan Davies","Jackson Ward",Nurse,"2021-11-17 06:58:51",739,Incoming,19
"Dylan Davies","Paul Miller",Carer,"2021-11-22 08:00:30",592,Incoming,43
"Dylan Davies","Melissa Chapman",Carer,"2021-11-05 07:47:29",847,Incoming,41
"Dylan Davies","Alfie Kennedy",Nurse,"2021-12-30 02:04:22",693,Incoming,72
"Dylan Davies","Helena Richardson",Nurse,"2021-11-17 10:50:45",947,Incoming,57
"Dylan Davies","Jake Reid",Nurse,"2021-11-08 12:15:45",186,Incoming,58
"Dylan Davies","Paul Miller",Carer,"2021-12-25 06:03:54",958,Incoming,56
"Dylan Davies","Philip Watson",Nurse,"2021-11-11 07:31:59",48,Incoming,93
"Dylan Davies","Alfie Kennedy",Nurse,"2021-12-11 07:45:15",789,Outgoing,3
"Dylan Davies","Isabella Davies",Nurse,"2021-12-13 02:18:28",769,Outgoing,10
"Dylan Davies","Toby Russell",Nurse,"2021-11-27 03:35:49",655,Incoming,9
"Dylan Davies","Lewis Ellis",Nurse,"2021-11-19 10:26:08",389,Incoming,3
"Dylan Davies","Brandon King",Carer,"2021-12-13 07:16:02",945,Incoming,41
"Dylan Davies","Alfie Kennedy",Nurse,"2021-12-02 03:33:48",536,Incoming,14
"Dylan Davies","Damien Wright",Nurse,"2021-11-08 09:50:37",547,Outgoing,44
"Dylan Davies","Candice Campbell",Nurse,"2021-12-04 05:59:43",254,Outgoing,18
"Dylan Davies","Florence Stevens",Nurse,"2021-12-11 04:23:03",887,Outgoing,74
"Dylan Davies","Ruth Baker",Carer,"2021-11-11 04:11:45",664,Outgoing,30
"Dylan Davies","Zoe Powell",Nurse,"2021-12-12 03:57:14",541,Incoming,18
"Dylan Davies","Philip Watson",Nurse,"2021-12-14 11:26:49",977,Incoming,52
"Dylan Davies","Kelly Graham",Nurse,"2022-01-02 09:39:35",758,Incoming,95
"Dylan Davies","Lizzie Murphy",Nurse,"2021-11-28 12:10:24",763,Incoming,95
"Dylan Davies","Melissa Chapman",Carer,"2021-11-26 02:01:14",912,Incoming,20
"Dylan Davies","Ruth Baker",Carer,"2021-12-25 04:02:02",193,Incoming,75
"Dylan Davies","Molly Edwards",Nurse,"2021-11-28 07:39:39",348,Outgoing,0
"Dylan Davies","Melissa Chapman",Carer,"2021-12-18 04:21:19",643,Incoming,30
"Dylan Davies","James Simpson",Carer,"2021-12-19 07:30:22",644,Outgoing,58
"Dylan Davies","Alan Miller",Carer,"2021-11-17 04:28:34",405,Outgoing,88
"Dylan Davies","Jacob Carter",Nurse,"2021-11-09 02:05:24",690,Incoming,93
"Dylan Davies","Rachel Davies",Carer,"2021-11-13 09:16:10",496,Outgoing,80
"Dylan Davies","Paul Miller",Carer,"2021-12-23 05:07:28",730,Outgoing,37
"Dylan Davies","Jackson Ward",Nurse,"2021-12-25 10:52:30",690,Incoming,59
"Dylan Davies","James Simpson",Carer,"2021-12-26 09:42:42",891,Incoming,37
"Dylan Davies","Craig Cox",Nurse,"2021-11-15 05:29:45",384,Incoming,34
"Dylan Davies","Adrian Turner",Carer,"2021-12-05 09:02:10",41,Outgoing,56
"Dylan Davies","Gordon Collins",Nurse,"2021-12-22 02:21:57",83,Outgoing,35
"Dylan Davies","Tanya Campbell",Carer,"2021-12-24 09:17:27",436,Outgoing,95
"Dylan Davies","Bradley Saunders",Carer,"2021-12-19 01:18:27",172,Outgoing,74
"Dylan Davies","Zoe Powell",Nurse,"2021-12-05 11:49:46",659,Incoming,10
"Dylan Davies","Emily Morris",Nurse,"2021-12-03 12:45:36",738,Outgoing,19
"Dylan Davies","Andrew Wood",Carer,"2021-11-03 09:21:15",120,Incoming,82
"Dylan Davies","Bradley Saunders",Carer,"2021-12-01 11:17:22",550,Incoming,81
"Dylan Davies","Lily Richards",Carer,"2021-12-28 09:41:52",173,Outgoing,48
"Dylan Davies","William Butler",Nurse,"2021-12-15 05:52:58",540,Outgoing,75
"Dylan Davies","Isabel Griffiths",Nurse,"2021-11-26 06:27:35",908,Incoming,79
"Dylan Davies","Ruth Collins",Nurse,"2021-11-23 03:40:09",422,Incoming,60
"Dylan Davies","Jade Ellis",Carer,"2022-01-02 07:34:58",985,Outgoing,76
"Dylan Davies","Andrew Wood",Carer,"2021-12-20 09:01:25",293,Outgoing,38
"Dylan Davies","Louis Powell",Nurse,"2021-11-11 02:37:36",723,Outgoing,91
"Dylan Davies","Damien Wright",Nurse,"2021-11-15 12:46:24",601,Outgoing,76
"Dylan Davies","Layla Edwards",Nurse,"2021-12-06 03:21:18",886,Outgoing,81
"Dylan Davies","Chloe Wright",Carer,"2021-11-04 11:45:47",151,Incoming,47
"Dylan Davies","Ethan Hughes",Nurse,"2021-11-16 04:13:35",621,Outgoing,73
"Dylan Davies","Arthur Turner",Nurse,"2021-11-04 03:14:25",883,Outgoing,76
"Dylan Davies","Wayne James",Nurse,"2021-12-20 02:48:08",947,Outgoing,9
"Dylan Davies","Ethan Hughes",Nurse,"2021-12-25 06:48:05",531,Outgoing,55
"Dylan Davies","Paul Miller",Carer,"2021-12-07 02:34:42",99,Outgoing,18
"Dylan Davies","Wendy Saunders",Nurse,"2021-11-09 04:50:07",513,Incoming,52
"Dylan Davies","Arthur Turner",Nurse,"2021-11-09 05:46:27",703,Outgoing,61
"Dylan Davies","Tanya Wilkinson",Carer,"2021-12-12 11:00:09",488,Outgoing,40
"Dylan Davies","Maisie Robinson",Nurse,"2021-12-08 03:04:42",355,Incoming,53
"Dylan Davies","Florence Stevens",Nurse,"2021-11-08 09:06:52",206,Incoming,12
"Dylan Davies","Helena Richardson",Nurse,"2021-11-09 05:14:14",291,Incoming,60
"Dylan Davies","Adrian Turner",Carer,"2021-12-29 02:48:49",397,Incoming,78
"Dylan Davies","Wayne James",Nurse,"2021-12-08 01:21:19",527,Outgoing,58
"Dylan Davies","Jake Reid",Nurse,"2021-12-15 10:48:44",662,Incoming,24
"Dylan Davies","Tanya Wilkinson",Carer,"2021-11-13 09:34:13",840,Incoming,82
"Dylan Davies","Lizzie Murphy",Nurse,"2021-11-27 05:54:14",772,Incoming,33
"Dylan Davies","Stephen Ellis",Nurse,"2021-12-29 05:00:56",774,Incoming,99
"Dylan Davies","Jake Reid",Nurse,"2021-12-11 12:49:17",785,Incoming,26
"Dylan Davies","Isabella Davies",Nurse,"2021-12-15 11:57:30",452,Incoming,84
"Dylan Davies","Melissa Watson",Carer,"2021-12-29 11:36:55",798,Outgoing,10
"Dylan Davies","Arthur Turner",Nurse,"2021-12-17 02:29:16",637,Outgoing,1
"Dylan Davies","Tim Marshall",Nurse,"2021-12-14 02:00:01",487,Outgoing,49
"Dylan Davies","Harrison Davis",Nurse,"2021-11-20 02:18:16",656,Incoming,16
"Dylan Davies","Rachel Davies",Carer,"2021-11-10 09:13:45",841,Outgoing,25
"Dylan Davies","Jake Reid",Nurse,"2021-11-29 12:04:43",40,Outgoing,86
"Dylan Davies","Jade Ellis",Carer,"2021-11-22 09:24:56",468,Incoming,80
"Dylan Davies","Oliver Thompson",Carer,"2021-11-12 07:10:56",212,Outgoing,9
"Dylan Davies","Jake Reid",Nurse,"2021-11-11 02:26:07",183,Incoming,57
"Dylan Davies","Lexi Cox",Nurse,"2021-11-10 01:48:06",351,Outgoing,12
"Dylan Davies","Lilly Smith",Carer,"2021-12-08 08:52:11",538,Incoming,25
"Dylan Davies","Amy Graham",Carer,"2021-12-07 02:20:07",954,Incoming,7
"Dylan Davies","Florence Lee",Carer,"2021-11-03 07:20:44",483,Incoming,100
"Dylan Davies","Grant Gray",Nurse,"2021-12-31 02:32:35",92,Incoming,50
"Dylan Davies","Philip Watson",Nurse,"2021-12-23 06:17:08",746,Outgoing,5
"Dylan Davies","Layla Edwards",Nurse,"2021-11-05 06:52:02",101,Incoming,16
"Dylan Davies","Matthew Walker",Carer,"2021-12-30 09:58:27",46,Outgoing,92
"Dylan Davies","Tanya Wilkinson",Carer,"2021-12-03 06:41:59",476,Incoming,24
"Dylan Davies","Tanya Campbell",Carer,"2021-11-11 08:54:52",638,Incoming,64
"Dylan Davies","Chloe Wright",Carer,"2021-11-18 04:55:58",360,Outgoing,45
"Dylan Davies","Ellie Simpson",Carer,"2021-12-01 03:57:31",650,Incoming,42
"Dylan Davies","Florence Lee",Carer,"2021-12-30 03:19:12",488,Incoming,89
"Dylan Davies","Alexa Wilkinson",Nurse,"2021-11-03 04:25:28",1000,Incoming,7
"Dylan Davies","Brandon Baker",Carer,"2021-11-05 02:31:18",441,Incoming,14
"Dylan Davies","Reece Mitchell",Nurse,"2021-11-26 10:11:20",816,Incoming,88
"Dylan Davies","Damien Wright",Nurse,"2021-11-04 03:25:32",950,Incoming,58
"Dylan Davies","Tim Marshall",Nurse,"2021-12-12 09:01:30",999,Outgoing,36
"Dylan Davies","Jade Ellis",Carer,"2021-12-14 01:19:22",280,Incoming,21
"Dylan Davies","Lexi Cox",Carer,"2022-01-01 04:03:45",749,Incoming,19
"Dylan Davies","Jake Reid",Nurse,"2021-11-29 09:53:25",281,Outgoing,57
"Dylan Davies","Adrian Turner",Carer,"2021-11-24 01:11:04",440,Outgoing,75
"Dylan Davies","Lilly Smith",Carer,"2021-12-01 09:10:45",686,Incoming,4
"Dylan Davies","Harley Anderson",Nurse,"2021-12-06 01:33:02",37,Outgoing,40
"Dylan Davies","Charles Bennett",Nurse,"2021-11-06 07:23:08",657,Incoming,66
"Dylan Davies","Stephen Ellis",Nurse,"2021-12-11 10:53:39",331,Incoming,69
"Dylan Davies","James Simpson",Carer,"2021-12-05 06:35:42",22,Outgoing,22
"Dylan Davies","Ethan Hughes",Nurse,"2021-12-20 07:59:23",963,Incoming,21
"Dylan Davies","Claire Morgan",Carer,"2021-11-10 11:36:23",104,Incoming,93
"Dylan Davies","Lewis Ellis",Nurse,"2021-12-12 12:30:21",817,Outgoing,96
"Dylan Davies","Louis Powell",Nurse,"2021-11-04 09:48:22",152,Incoming,96
"Dylan Davies","Ruth Collins",Nurse,"2021-12-06 02:34:15",357,Incoming,42
"Dylan Davies","Victoria Hill",Nurse,"2021-11-08 01:28:12",720,Incoming,32
"Dylan Davies","Wendy Saunders",Nurse,"2021-11-23 07:33:49",867,Outgoing,56
"Dylan Davies","Jacob Carter",Nurse,"2021-11-07 09:33:42",600,Incoming,45
"Dylan Davies","Amy Graham",Carer,"2021-11-13 09:34:18",707,Incoming,63
"Dylan Davies","Jake Reid",Nurse,"2021-11-10 12:01:49",723,Incoming,28
"Dylan Davies","Max Holmes",Carer,"2021-12-19 01:45:30",111,Outgoing,70
"Dylan Davies","Damien Wright",Nurse,"2021-11-30 03:53:00",541,Incoming,100
"Dylan Davies","Ashley Miller",Nurse,"2021-12-14 11:42:48",468,Outgoing,66
"Dylan Davies","Grant Gray",Nurse,"2021-11-20 03:05:59",600,Outgoing,54
"Dylan Davies","Darren Wilson",Carer,"2021-12-07 07:10:01",364,Outgoing,78
"Dylan Davies","Jackson Ward",Nurse,"2021-12-22 08:51:23",863,Outgoing,94
"Dylan Davies","Victoria Hill",Nurse,"2021-12-09 06:38:58",556,Incoming,27
"Dylan Davies","Alice Lloyd",Carer,"2021-12-05 08:06:09",387,Outgoing,25
"Dylan Davies","Florence Stevens",Nurse,"2021-11-12 12:19:39",570,Incoming,6
"Dylan Davies","Alice Lloyd",Carer,"2021-11-19 11:18:13",869,Incoming,44
"Dylan Davies","Lily Richards",Carer,"2021-11-11 10:03:00",831,Outgoing,37
"Dylan Davies","Christian Anderson",Carer,"2021-11-27 12:14:00",598,Outgoing,52
"Dylan Davies","Alice Lloyd",Carer,"2021-11-09 05:15:28",207,Outgoing,78
"Dylan Davies","Naomi Khan",Nurse,"2021-11-08 01:03:10",87,Incoming,14
"Dylan Davies","Bradley Saunders",Carer,"2021-12-09 10:52:19",819,Outgoing,11
"Dylan Davies","Greg Murphy",Nurse,"2021-11-11 01:03:28",911,Outgoing,87
"Dylan Davies","Ella Johnson",Nurse,"2021-11-18 04:21:20",432,Outgoing,30
"Dylan Davies","Gordon Collins",Nurse,"2021-11-24 08:30:25",970,Outgoing,31
"Dylan Davies","Max Holmes",Carer,"2021-11-28 07:31:21",707,Outgoing,35
"Dylan Davies","Ruth Baker",Carer,"2021-11-08 10:00:43",20,Outgoing,21
"Dylan Davies","Molly Edwards",Nurse,"2021-12-05 03:54:51",598,Outgoing,8
"Dylan Davies","Elliot Stewart",Nurse,"2021-12-11 08:59:46",224,Incoming,16
"Dylan Davies","Maisie Robinson",Nurse,"2021-11-11 02:56:08",295,Outgoing,0
"Dylan Davies","Mandy Parker",Carer,"2021-12-21 06:59:50",928,Outgoing,75
"Dylan Davies","Harrison Davis",Nurse,"2021-11-17 03:16:18",381,Incoming,33
"Dylan Davies","Melissa Watson",Carer,"2021-11-19 07:57:30",921,Incoming,62
"Dylan Davies","Jacob Carter",Nurse,"2021-11-10 03:18:00",824,Outgoing,47
"Dylan Davies","Zoe Powell",Nurse,"2021-11-29 12:36:39",697,Incoming,14
"Dylan Davies","Claire Morgan",Carer,"2021-11-07 09:53:12",969,Outgoing,72
"Dylan Davies","Eva Edwards",Carer,"2021-12-28 03:29:27",504,Incoming,81
"Dylan Davies","Candice Holmes",Nurse,"2021-11-30 07:19:52",944,Incoming,83
"Dylan Davies","Andrew Wood",Carer,"2021-11-29 10:37:06",835,Incoming,60
"Dylan Davies","Amy Graham",Carer,"2021-12-01 03:52:14",284,Outgoing,55
"Dylan Davies","Toby Russell",Nurse,"2021-11-17 07:16:26",568,Outgoing,95
"Dylan Davies","Isabella Davies",Nurse,"2021-12-25 08:34:01",99,Incoming,94
"Dylan Davies","Holly Morris",Carer,"2021-12-30 12:25:03",49,Outgoing,11
"Dylan Davies","Andrew Wood",Carer,"2021-11-14 01:15:43",884,Outgoing,81
"Dylan Davies","Christian Anderson",Carer,"2021-11-11 02:15:24",56,Outgoing,48
"Dylan Davies","Andy Rose",Carer,"2021-12-04 02:46:15",406,Incoming,46
"Dylan Davies","Harrison Davis",Nurse,"2021-11-12 05:01:03",539,Incoming,19
"Dylan Davies","Chloe Wright",Carer,"2021-12-06 06:22:55",513,Incoming,37
"Dylan Davies","Louis Powell",Nurse,"2021-11-18 04:56:14",865,Incoming,87
"Dylan Davies","Ruth Collins",Nurse,"2021-12-07 10:19:12",499,Outgoing,95
"Dylan Davies","Lexi Cox",Carer,"2021-12-27 02:26:00",853,Outgoing,43
"Dylan Davies","Charles Bennett",Nurse,"2021-11-28 03:35:43",731,Incoming,82
"Dylan Davies","Matthew Walker",Carer,"2022-01-02 11:47:48",303,Incoming,0
"Dylan Davies","Lily Richards",Carer,"2021-11-23 01:20:00",517,Incoming,70
"Dylan Davies","Molly Edwards",Nurse,"2021-11-16 12:12:21",958,Incoming,34
"Dylan Davies","Wayne James",Nurse,"2021-11-20 01:36:25",799,Incoming,93
"Dylan Davies","Chloe Wright",Carer,"2021-12-02 09:03:22",797,Outgoing,77
"Dylan Davies","Zoe Thomas",Carer,"2021-12-19 08:26:31",648,Outgoing,89
"Dylan Davies","Brandon Baker",Carer,"2021-12-14 05:12:02",859,Outgoing,83
"Dylan Davies","Paula Anderson",Carer,"2021-12-09 11:38:18",930,Outgoing,56
"Dylan Davies","Tanya Wilkinson",Carer,"2021-11-09 01:37:55",35,Incoming,100
"Dylan Davies","Damien Wright",Nurse,"2021-12-15 06:48:16",505,Outgoing,67
"Dylan Davies","Elliot Stewart",Nurse,"2021-11-18 06:08:50",295,Outgoing,82
"Dylan Davies","Rowena Reynolds",Carer,"2021-11-18 12:25:29",790,Outgoing,51
"Dylan Davies","Lily Richards",Carer,"2021-11-22 03:18:08",975,Outgoing,83
"Dylan Davies","Arthur Turner",Nurse,"2021-11-27 01:43:01",561,Outgoing,2
"Dylan Davies","Candice Holmes",Nurse,"2021-11-27 03:15:16",797,Outgoing,68
"Dylan Davies","Ashley Holmes",Carer,"2021-11-17 07:09:27",968,Incoming,83
"Dylan Davies","Brandon King",Carer,"2021-12-19 11:58:57",880,Incoming,83
